StimR,ChanR,probability
G_and_S_cingul-Mid-Post,G_Ins_lg_and_S_cent_ins,0.107
S_cingul-Marginalis,G_Ins_lg_and_S_cent_ins,0.092
G_cingul-Post-ventral,G_Ins_lg_and_S_cent_ins,0.017
S_pericallosal,G_Ins_lg_and_S_cent_ins,0.0455
G_cingul-Post-dorsal,G_Ins_lg_and_S_cent_ins,0.052000000000000005
S_parieto_occipital,G_Ins_lg_and_S_cent_ins,0.0125
S_subparietal,G_Ins_lg_and_S_cent_ins,0.037
S_intrapariet_and_P_trans,G_Ins_lg_and_S_cent_ins,0.0185
G_pariet_inf-Angular,G_Ins_lg_and_S_cent_ins,0.009000000000000001
G_parietal_sup,G_Ins_lg_and_S_cent_ins,0.0
G_pariet_inf-Supramar,G_Ins_lg_and_S_cent_ins,0.2505
S_interm_prim-Jensen,G_Ins_lg_and_S_cent_ins,0.1255
G_and_S_occipital_inf,G_Ins_lg_and_S_cent_ins,0.0325
G_occipital_middle,G_Ins_lg_and_S_cent_ins,0.015
G_occipital_sup,G_Ins_lg_and_S_cent_ins,0.0
Pole_occipital,G_Ins_lg_and_S_cent_ins,0.0
S_calcarine,G_Ins_lg_and_S_cent_ins,0.0255
S_oc_middle_and_Lunatus,G_Ins_lg_and_S_cent_ins,0.0
S_oc_sup_and_transversal,G_Ins_lg_and_S_cent_ins,0.0155
S_occipital_ant,G_Ins_lg_and_S_cent_ins,0.0255
G_front_inf-Triangul,S_precentral-sup-part,0.0785
G_front_middle,S_precentral-sup-part,0.2
G_front_sup,S_precentral-sup-part,0.40149999999999997
Lat_Fis-ant-Horizont,S_precentral-sup-part,0.021
Lat_Fis-ant-Vertical,S_precentral-sup-part,0.15000000000000002
Lat_Fis-post,S_precentral-sup-part,0.331
S_front_inf,S_precentral-sup-part,0.156
S_front_middle,S_precentral-sup-part,0.041499999999999995
S_front_sup,S_precentral-sup-part,0.27449999999999997
G_front_inf-Orbital,S_precentral-sup-part,0.0175
G_front_inf-Opercular,S_precentral-sup-part,0.1565
G_and_S_frontomargin,S_precentral-sup-part,0.0
G_orbital,S_precentral-sup-part,0.0
G_rectus,S_precentral-sup-part,0.01
G_subcallosal,S_precentral-sup-part,
S_orbital_lateral,S_precentral-sup-part,0.14150000000000001
S_orbital_med-olfact,S_precentral-sup-part,0.2055
S_orbital-H_Shaped,S_precentral-sup-part,0.0665
S_suborbital,S_precentral-sup-part,0.0325
S_circular_insula_sup,S_precentral-sup-part,0.14700000000000002
S_circular_insula_ant,S_precentral-sup-part,0.0075
S_circular_insula_inf,S_precentral-sup-part,0.079
G_insular_short,S_precentral-sup-part,0.0505
G_Ins_lg_and_S_cent_ins,S_precentral-sup-part,0.059
S_precentral-sup-part,S_precentral-sup-part,0.6699999999999999
S_precentral-inf-part,S_precentral-sup-part,0.3705
S_postcentral,S_precentral-sup-part,0.348
G_and_S_subcentral,S_precentral-sup-part,0.1655
S_central,S_precentral-sup-part,0.4315
G_postcentral,S_precentral-sup-part,0.2905
G_and_S_paracentral,S_precentral-sup-part,0.272
G_precentral,S_precentral-sup-part,0.4675
G_oc-temp_med-Lingual,S_precentral-sup-part,
S_oc-temp_med_and_Lingual,S_precentral-sup-part,0.043
S_oc-temp_lat,S_precentral-sup-part,0.2
G_oc-temp_lat-fusifor,S_precentral-sup-part,0.0385
S_collat_transv_post,S_precentral-sup-part,
S_collat_transv_ant,S_precentral-sup-part,0.0
Pole_temporal,S_precentral-sup-part,0.0
G_oc-temp_med-Parahip,S_precentral-sup-part,0.063
PosteroHippocampus,S_precentral-sup-part,0.0065
Hippocampus,S_precentral-sup-part,0.0
AnteroHippocampus,S_precentral-sup-part,0.018500000000000003
Amygdala,S_precentral-sup-part,0.0
S_temporal_transverse,S_precentral-sup-part,0.111
S_temporal_inf,S_precentral-sup-part,0.0
G_temporal_middle,S_precentral-sup-part,0.006
G_temporal_inf,S_precentral-sup-part,0.0
G_temp_sup-Plan_tempo,S_precentral-sup-part,0.15
G_temp_sup-Plan_polar,S_precentral-sup-part,0.0225
G_temp_sup-Lateral,S_precentral-sup-part,0.063
G_temp_sup-G_T_transv,S_precentral-sup-part,0.112
S_temporal_sup,S_precentral-sup-part,0.0765
G_and_S_cingul-Ant,S_precentral-sup-part,0.034999999999999996
G_and_S_cingul-Mid-Ant,S_precentral-sup-part,0.236
G_and_S_cingul-Mid-Post,S_precentral-sup-part,0.4385
S_cingul-Marginalis,S_precentral-sup-part,0.236
G_cingul-Post-ventral,S_precentral-sup-part,0.0
S_pericallosal,S_precentral-sup-part,0.14950000000000002
G_cingul-Post-dorsal,S_precentral-sup-part,0.048
S_parieto_occipital,S_precentral-sup-part,0.0295
S_subparietal,S_precentral-sup-part,0.08
S_intrapariet_and_P_trans,S_precentral-sup-part,0.21250000000000002
G_pariet_inf-Angular,S_precentral-sup-part,0.1225
G_parietal_sup,S_precentral-sup-part,0.26849999999999996
G_pariet_inf-Supramar,S_precentral-sup-part,0.14900000000000002
S_interm_prim-Jensen,S_precentral-sup-part,0.0
G_and_S_occipital_inf,S_precentral-sup-part,
G_occipital_middle,S_precentral-sup-part,0.0
G_occipital_sup,S_precentral-sup-part,0.333
Pole_occipital,S_precentral-sup-part,
S_calcarine,S_precentral-sup-part,0.0
S_oc_middle_and_Lunatus,S_precentral-sup-part,
S_oc_sup_and_transversal,S_precentral-sup-part,
S_occipital_ant,S_precentral-sup-part,
G_front_inf-Triangul,S_precentral-inf-part,0.3075
G_front_middle,S_precentral-inf-part,0.1965
G_front_sup,S_precentral-inf-part,0.1205
Lat_Fis-ant-Horizont,S_precentral-inf-part,0.158
Lat_Fis-ant-Vertical,S_precentral-inf-part,0.48250000000000004
Lat_Fis-post,S_precentral-inf-part,0.376
S_front_inf,S_precentral-inf-part,0.38649999999999995
S_front_middle,S_precentral-inf-part,0.0995
S_front_sup,S_precentral-inf-part,0.249
G_front_inf-Orbital,S_precentral-inf-part,0.07300000000000001
G_front_inf-Opercular,S_precentral-inf-part,0.451
G_and_S_frontomargin,S_precentral-inf-part,0.104
G_orbital,S_precentral-inf-part,0.062
G_rectus,S_precentral-inf-part,0.0175
G_subcallosal,S_precentral-inf-part,
S_orbital_lateral,S_precentral-inf-part,0.055
S_orbital_med-olfact,S_precentral-inf-part,0.007
S_orbital-H_Shaped,S_precentral-inf-part,0.067
S_suborbital,S_precentral-inf-part,0.009
S_circular_insula_sup,S_precentral-inf-part,0.42500000000000004
S_circular_insula_ant,S_precentral-inf-part,0.1065
S_circular_insula_inf,S_precentral-inf-part,0.086
G_insular_short,S_precentral-inf-part,0.212
G_Ins_lg_and_S_cent_ins,S_precentral-inf-part,0.1545
S_precentral-sup-part,S_precentral-inf-part,0.3195
S_precentral-inf-part,S_precentral-inf-part,0.6890000000000001
S_postcentral,S_precentral-inf-part,0.21650000000000003
G_and_S_subcentral,S_precentral-inf-part,0.424
S_central,S_precentral-inf-part,0.193
G_postcentral,S_precentral-inf-part,0.11299999999999999
G_and_S_paracentral,S_precentral-inf-part,0.0345
G_precentral,S_precentral-inf-part,0.3175
G_oc-temp_med-Lingual,S_precentral-inf-part,0.0
S_oc-temp_med_and_Lingual,S_precentral-inf-part,0.018000000000000002
S_oc-temp_lat,S_precentral-inf-part,0.088
G_oc-temp_lat-fusifor,S_precentral-inf-part,0.021500000000000002
S_collat_transv_post,S_precentral-inf-part,
S_collat_transv_ant,S_precentral-inf-part,0.0275
Pole_temporal,S_precentral-inf-part,0.0115
G_oc-temp_med-Parahip,S_precentral-inf-part,0.0155
PosteroHippocampus,S_precentral-inf-part,0.0295
Hippocampus,S_precentral-inf-part,0.0
AnteroHippocampus,S_precentral-inf-part,0.0305
Amygdala,S_precentral-inf-part,0.0165
S_temporal_transverse,S_precentral-inf-part,0.111
S_temporal_inf,S_precentral-inf-part,0.0665
G_temporal_middle,S_precentral-inf-part,0.0395
G_temporal_inf,S_precentral-inf-part,0.042499999999999996
G_temp_sup-Plan_tempo,S_precentral-inf-part,0.243
G_temp_sup-Plan_polar,S_precentral-inf-part,0.07200000000000001
G_temp_sup-Lateral,S_precentral-inf-part,0.0925
G_temp_sup-G_T_transv,S_precentral-inf-part,0.084
S_temporal_sup,S_precentral-inf-part,0.0895
G_and_S_cingul-Ant,S_precentral-inf-part,0.034
G_and_S_cingul-Mid-Ant,S_precentral-inf-part,0.178
G_and_S_cingul-Mid-Post,S_precentral-inf-part,0.137
S_cingul-Marginalis,S_precentral-inf-part,0.095
G_cingul-Post-ventral,S_precentral-inf-part,0.0
S_pericallosal,S_precentral-inf-part,0.08449999999999999
G_cingul-Post-dorsal,S_precentral-inf-part,0.034
S_parieto_occipital,S_precentral-inf-part,0.0075
S_subparietal,S_precentral-inf-part,0.045
S_intrapariet_and_P_trans,S_precentral-inf-part,0.177
G_pariet_inf-Angular,S_precentral-inf-part,0.044
G_parietal_sup,S_precentral-inf-part,0.11049999999999999
G_pariet_inf-Supramar,S_precentral-inf-part,0.2475
S_interm_prim-Jensen,S_precentral-inf-part,0.177
G_and_S_occipital_inf,S_precentral-inf-part,0.0
G_occipital_middle,S_precentral-inf-part,0.0
G_occipital_sup,S_precentral-inf-part,0.043
Pole_occipital,S_precentral-inf-part,
S_calcarine,S_precentral-inf-part,0.0
S_oc_middle_and_Lunatus,S_precentral-inf-part,0.0
S_oc_sup_and_transversal,S_precentral-inf-part,0.0
S_occipital_ant,S_precentral-inf-part,0.263
G_front_inf-Triangul,S_postcentral,0.015
G_front_middle,S_postcentral,0.036
G_front_sup,S_postcentral,0.10999999999999999
Lat_Fis-ant-Horizont,S_postcentral,0.022
Lat_Fis-ant-Vertical,S_postcentral,0.084
Lat_Fis-post,S_postcentral,0.299
S_front_inf,S_postcentral,0.078
S_front_middle,S_postcentral,0.028499999999999998
S_front_sup,S_postcentral,0.040499999999999994
G_front_inf-Orbital,S_postcentral,0.0085
G_front_inf-Opercular,S_postcentral,0.0895
G_and_S_frontomargin,S_postcentral,0.0
G_orbital,S_postcentral,0.0135
G_rectus,S_postcentral,0.0
G_subcallosal,S_postcentral,
S_orbital_lateral,S_postcentral,0.0
S_orbital_med-olfact,S_postcentral,0.085
S_orbital-H_Shaped,S_postcentral,0.0205
S_suborbital,S_postcentral,0.0
S_circular_insula_sup,S_postcentral,0.16199999999999998
S_circular_insula_ant,S_postcentral,0.02
S_circular_insula_inf,S_postcentral,0.0465
G_insular_short,S_postcentral,0.026999999999999996
G_Ins_lg_and_S_cent_ins,S_postcentral,0.1355
S_precentral-sup-part,S_postcentral,0.20900000000000002
S_precentral-inf-part,S_postcentral,0.1655
S_postcentral,S_postcentral,0.6215
G_and_S_subcentral,S_postcentral,0.187
S_central,S_postcentral,0.386
G_postcentral,S_postcentral,0.458
G_and_S_paracentral,S_postcentral,0.2595
G_precentral,S_postcentral,0.2435
G_oc-temp_med-Lingual,S_postcentral,0.0265
S_oc-temp_med_and_Lingual,S_postcentral,0.029
S_oc-temp_lat,S_postcentral,0.0945
G_oc-temp_lat-fusifor,S_postcentral,0.039999999999999994
S_collat_transv_post,S_postcentral,0.1335
S_collat_transv_ant,S_postcentral,0.0365
Pole_temporal,S_postcentral,0.024999999999999998
G_oc-temp_med-Parahip,S_postcentral,0.05450000000000001
PosteroHippocampus,S_postcentral,0.056999999999999995
Hippocampus,S_postcentral,0.077
AnteroHippocampus,S_postcentral,0.0355
Amygdala,S_postcentral,0.0565
S_temporal_transverse,S_postcentral,0.093
S_temporal_inf,S_postcentral,0.0745
G_temporal_middle,S_postcentral,0.057499999999999996
G_temporal_inf,S_postcentral,0.0725
G_temp_sup-Plan_tempo,S_postcentral,0.13999999999999999
G_temp_sup-Plan_polar,S_postcentral,0.0225
G_temp_sup-Lateral,S_postcentral,0.0775
G_temp_sup-G_T_transv,S_postcentral,0.0975
S_temporal_sup,S_postcentral,0.0685
G_and_S_cingul-Ant,S_postcentral,0.02
G_and_S_cingul-Mid-Ant,S_postcentral,0.0305
G_and_S_cingul-Mid-Post,S_postcentral,0.173
S_cingul-Marginalis,S_postcentral,0.331
G_cingul-Post-ventral,S_postcentral,0.068
S_pericallosal,S_postcentral,0.118
G_cingul-Post-dorsal,S_postcentral,0.125
S_parieto_occipital,S_postcentral,0.095
S_subparietal,S_postcentral,0.10300000000000001
S_intrapariet_and_P_trans,S_postcentral,0.21350000000000002
G_pariet_inf-Angular,S_postcentral,0.0895
G_parietal_sup,S_postcentral,0.265
G_pariet_inf-Supramar,S_postcentral,0.351
S_interm_prim-Jensen,S_postcentral,0.2895
G_and_S_occipital_inf,S_postcentral,0.0
G_occipital_middle,S_postcentral,0.020999999999999998
G_occipital_sup,S_postcentral,0.1095
Pole_occipital,S_postcentral,0.0
S_calcarine,S_postcentral,0.026000000000000002
S_oc_middle_and_Lunatus,S_postcentral,0.0045
S_oc_sup_and_transversal,S_postcentral,0.051000000000000004
S_occipital_ant,S_postcentral,0.135
G_front_inf-Triangul,G_and_S_subcentral,0.16949999999999998
G_front_middle,G_and_S_subcentral,0.057499999999999996
G_front_sup,G_and_S_subcentral,0.059
Lat_Fis-ant-Horizont,G_and_S_subcentral,0.1005
Lat_Fis-ant-Vertical,G_and_S_subcentral,0.22349999999999998
Lat_Fis-post,G_and_S_subcentral,0.48450000000000004
S_front_inf,G_and_S_subcentral,0.1355
S_front_middle,G_and_S_subcentral,0.068
S_front_sup,G_and_S_subcentral,0.0475
G_front_inf-Orbital,G_and_S_subcentral,0.0625
G_front_inf-Opercular,G_and_S_subcentral,0.40900000000000003
G_and_S_frontomargin,G_and_S_subcentral,0.0085
G_orbital,G_and_S_subcentral,0.05
G_rectus,G_and_S_subcentral,0.013500000000000002
G_subcallosal,G_and_S_subcentral,
S_orbital_lateral,G_and_S_subcentral,0.036000000000000004
S_orbital_med-olfact,G_and_S_subcentral,0.056
S_orbital-H_Shaped,G_and_S_subcentral,0.0275
S_suborbital,G_and_S_subcentral,0.045
S_circular_insula_sup,G_and_S_subcentral,0.4985
S_circular_insula_ant,G_and_S_subcentral,0.098
S_circular_insula_inf,G_and_S_subcentral,0.306
G_insular_short,G_and_S_subcentral,0.22249999999999998
G_Ins_lg_and_S_cent_ins,G_and_S_subcentral,0.431
S_precentral-sup-part,G_and_S_subcentral,0.16999999999999998
S_precentral-inf-part,G_and_S_subcentral,0.4375
S_postcentral,G_and_S_subcentral,0.28300000000000003
G_and_S_subcentral,G_and_S_subcentral,0.77
S_central,G_and_S_subcentral,0.251
G_postcentral,G_and_S_subcentral,0.2595
G_and_S_paracentral,G_and_S_subcentral,0.078
G_precentral,G_and_S_subcentral,0.236
G_oc-temp_med-Lingual,G_and_S_subcentral,0.0035
S_oc-temp_med_and_Lingual,G_and_S_subcentral,0.022
S_oc-temp_lat,G_and_S_subcentral,0.036000000000000004
G_oc-temp_lat-fusifor,G_and_S_subcentral,0.015
S_collat_transv_post,G_and_S_subcentral,0.15
S_collat_transv_ant,G_and_S_subcentral,0.047
Pole_temporal,G_and_S_subcentral,0.03
G_oc-temp_med-Parahip,G_and_S_subcentral,0.037000000000000005
PosteroHippocampus,G_and_S_subcentral,0.0345
Hippocampus,G_and_S_subcentral,0.038
AnteroHippocampus,G_and_S_subcentral,0.039
Amygdala,G_and_S_subcentral,0.028499999999999998
S_temporal_transverse,G_and_S_subcentral,0.5015000000000001
S_temporal_inf,G_and_S_subcentral,0.032
G_temporal_middle,G_and_S_subcentral,0.07300000000000001
G_temporal_inf,G_and_S_subcentral,0.056999999999999995
G_temp_sup-Plan_tempo,G_and_S_subcentral,0.3545
G_temp_sup-Plan_polar,G_and_S_subcentral,0.1435
G_temp_sup-Lateral,G_and_S_subcentral,0.22849999999999998
G_temp_sup-G_T_transv,G_and_S_subcentral,0.5365
S_temporal_sup,G_and_S_subcentral,0.11399999999999999
G_and_S_cingul-Ant,G_and_S_subcentral,0.0245
G_and_S_cingul-Mid-Ant,G_and_S_subcentral,0.0615
G_and_S_cingul-Mid-Post,G_and_S_subcentral,0.1595
S_cingul-Marginalis,G_and_S_subcentral,0.089
G_cingul-Post-ventral,G_and_S_subcentral,0.038
S_pericallosal,G_and_S_subcentral,0.08399999999999999
G_cingul-Post-dorsal,G_and_S_subcentral,0.062
S_parieto_occipital,G_and_S_subcentral,0.025
S_subparietal,G_and_S_subcentral,0.07200000000000001
S_intrapariet_and_P_trans,G_and_S_subcentral,0.08750000000000001
G_pariet_inf-Angular,G_and_S_subcentral,0.0315
G_parietal_sup,G_and_S_subcentral,0.0325
G_pariet_inf-Supramar,G_and_S_subcentral,0.386
S_interm_prim-Jensen,G_and_S_subcentral,0.042
G_and_S_occipital_inf,G_and_S_subcentral,0.0
G_occipital_middle,G_and_S_subcentral,0.035500000000000004
G_occipital_sup,G_and_S_subcentral,0.133
Pole_occipital,G_and_S_subcentral,0.0
S_calcarine,G_and_S_subcentral,0.0105
S_oc_middle_and_Lunatus,G_and_S_subcentral,0.007
S_oc_sup_and_transversal,G_and_S_subcentral,0.0365
S_occipital_ant,G_and_S_subcentral,0.084
G_front_inf-Triangul,S_central,0.053
G_front_middle,S_central,0.059
G_front_sup,S_central,0.2355
Lat_Fis-ant-Horizont,S_central,0.011
Lat_Fis-ant-Vertical,S_central,0.0175
Lat_Fis-post,S_central,0.332
S_front_inf,S_central,0.046
S_front_middle,S_central,0.009999999999999998
S_front_sup,S_central,0.10200000000000001
G_front_inf-Orbital,S_central,0.0065
G_front_inf-Opercular,S_central,0.11599999999999999
G_and_S_frontomargin,S_central,0.0
G_orbital,S_central,0.0195
G_rectus,S_central,0.007
G_subcallosal,S_central,
S_orbital_lateral,S_central,0.1445
S_orbital_med-olfact,S_central,0.035
S_orbital-H_Shaped,S_central,0.0215
S_suborbital,S_central,0.0165
S_circular_insula_sup,S_central,0.198
S_circular_insula_ant,S_central,0.015
S_circular_insula_inf,S_central,0.07150000000000001
G_insular_short,S_central,0.0465
G_Ins_lg_and_S_cent_ins,S_central,0.135
S_precentral-sup-part,S_central,0.5575
S_precentral-inf-part,S_central,0.20800000000000002
S_postcentral,S_central,0.488
G_and_S_subcentral,S_central,0.268
S_central,S_central,0.5765
G_postcentral,S_central,0.4925
G_and_S_paracentral,S_central,0.41000000000000003
G_precentral,S_central,0.374
G_oc-temp_med-Lingual,S_central,0.018
S_oc-temp_med_and_Lingual,S_central,0.042
S_oc-temp_lat,S_central,0.092
G_oc-temp_lat-fusifor,S_central,0.0185
S_collat_transv_post,S_central,
S_collat_transv_ant,S_central,0.045
Pole_temporal,S_central,0.059000000000000004
G_oc-temp_med-Parahip,S_central,0.0595
PosteroHippocampus,S_central,0.0435
Hippocampus,S_central,0.077
AnteroHippocampus,S_central,0.0715
Amygdala,S_central,0.033
S_temporal_transverse,S_central,0.079
S_temporal_inf,S_central,0.0515
G_temporal_middle,S_central,0.0405
G_temporal_inf,S_central,0.006
G_temp_sup-Plan_tempo,S_central,0.07550000000000001
G_temp_sup-Plan_polar,S_central,0.0425
G_temp_sup-Lateral,S_central,0.08499999999999999
G_temp_sup-G_T_transv,S_central,0.1835
S_temporal_sup,S_central,0.0465
G_and_S_cingul-Ant,S_central,0.042499999999999996
G_and_S_cingul-Mid-Ant,S_central,0.059
G_and_S_cingul-Mid-Post,S_central,0.3155
S_cingul-Marginalis,S_central,0.253
G_cingul-Post-ventral,S_central,0.0455
S_pericallosal,S_central,0.08399999999999999
G_cingul-Post-dorsal,S_central,0.07100000000000001
S_parieto_occipital,S_central,0.026500000000000003
S_subparietal,S_central,0.055499999999999994
S_intrapariet_and_P_trans,S_central,0.1
G_pariet_inf-Angular,S_central,0.031
G_parietal_sup,S_central,0.138
G_pariet_inf-Supramar,S_central,0.21
S_interm_prim-Jensen,S_central,0.096
G_and_S_occipital_inf,S_central,0.0
G_occipital_middle,S_central,0.0775
G_occipital_sup,S_central,0.122
Pole_occipital,S_central,0.0
S_calcarine,S_central,0.0395
S_oc_middle_and_Lunatus,S_central,0.0355
S_oc_sup_and_transversal,S_central,0.047
S_occipital_ant,S_central,0.0145
G_front_inf-Triangul,G_postcentral,0.047
G_front_middle,G_postcentral,0.0425
G_front_sup,G_postcentral,0.14200000000000002
Lat_Fis-ant-Horizont,G_postcentral,0.0
Lat_Fis-ant-Vertical,G_postcentral,0.067
Lat_Fis-post,G_postcentral,0.3175
S_front_inf,G_postcentral,0.051000000000000004
S_front_middle,G_postcentral,0.013
S_front_sup,G_postcentral,0.045
G_front_inf-Orbital,G_postcentral,0.0295
G_front_inf-Opercular,G_postcentral,0.082
G_and_S_frontomargin,G_postcentral,0.0
G_orbital,G_postcentral,0.0305
G_rectus,G_postcentral,0.0
G_subcallosal,G_postcentral,
S_orbital_lateral,G_postcentral,0.10500000000000001
S_orbital_med-olfact,G_postcentral,0.074
S_orbital-H_Shaped,G_postcentral,0.036500000000000005
S_suborbital,G_postcentral,0.0455
S_circular_insula_sup,G_postcentral,0.129
S_circular_insula_ant,G_postcentral,0.0245
S_circular_insula_inf,G_postcentral,0.039
G_insular_short,G_postcentral,0.0405
G_Ins_lg_and_S_cent_ins,G_postcentral,0.08549999999999999
S_precentral-sup-part,G_postcentral,0.323
S_precentral-inf-part,G_postcentral,0.12
S_postcentral,G_postcentral,0.556
G_and_S_subcentral,G_postcentral,0.2725
S_central,G_postcentral,0.518
G_postcentral,G_postcentral,0.47850000000000004
G_and_S_paracentral,G_postcentral,0.26849999999999996
G_precentral,G_postcentral,0.29000000000000004
G_oc-temp_med-Lingual,G_postcentral,0.0
S_oc-temp_med_and_Lingual,G_postcentral,0.0365
S_oc-temp_lat,G_postcentral,0.009
G_oc-temp_lat-fusifor,G_postcentral,0.013
S_collat_transv_post,G_postcentral,
S_collat_transv_ant,G_postcentral,0.10099999999999999
Pole_temporal,G_postcentral,0.008
G_oc-temp_med-Parahip,G_postcentral,0.0555
PosteroHippocampus,G_postcentral,0.0155
Hippocampus,G_postcentral,0.0
AnteroHippocampus,G_postcentral,0.0545
Amygdala,G_postcentral,0.0155
S_temporal_transverse,G_postcentral,0.07050000000000001
S_temporal_inf,G_postcentral,0.01
G_temporal_middle,G_postcentral,0.065
G_temporal_inf,G_postcentral,0.027999999999999997
G_temp_sup-Plan_tempo,G_postcentral,0.12
G_temp_sup-Plan_polar,G_postcentral,0.0215
G_temp_sup-Lateral,G_postcentral,0.05
G_temp_sup-G_T_transv,G_postcentral,0.012
S_temporal_sup,G_postcentral,0.0305
G_and_S_cingul-Ant,G_postcentral,0.0665
G_and_S_cingul-Mid-Ant,G_postcentral,0.0205
G_and_S_cingul-Mid-Post,G_postcentral,0.155
S_cingul-Marginalis,G_postcentral,0.2395
